,sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label,stemmed_text,stemmed_clean_text
315,316,vu8ZsKK6AWA,UCtk72vl8DXQbYAzotb6exlw,For the love of god go down the whole Elon Musk BS of simulation theory. People have enough BS to deal with on a daily basis and bigger problems to solve than wasting time on this.,2,2020-01-04T09:46:18.000Z,0.09074074074074076,neutral,for the love of god go down the whole elon musk BS of simul theori peopl have enough BS to deal with on a daili basi and bigger problem to solv than wast time on thi ,"['love', 'god', 'go', 'whole', 'elon', 'musk', 'BS', 'simul', 'theori', 'peopl', 'enough', 'BS', 'deal', 'daili', 'basi', 'bigger', 'problem', 'solv', 'wast', 'time']"
316,317,vu8ZsKK6AWA,UCy_QN-dbMllT8S-vHGZYMYQ,Your science work looks like simulation,4,2020-01-02T07:00:46.000Z,0.0,neutral,your scienc work look like simul ,"['scienc', 'work', 'look', 'like', 'simul']"
317,318,vu8ZsKK6AWA,UCKDpQ0yHaL3lybhu_i98T-Q,"Is this an early April fools? quite early. live in a and other similar thought experiments are generally considered an unfalsifiable hypothesis, and is therefore not very fruitful. If you somehow find a way of our and a way the real please let me know",29,2020-01-01T21:21:03.000Z,0.040151515151515146,neutral,Is thi an earli april fool quit earli live in a and other similar thought experi are gener consid an unfalsifi hypothesi and is therefor not veri fruit If you somehow find a way of our and a way the real pleas let me know ,"['Is', 'earli', 'april', 'fool', 'quit', 'earli', 'live', 'similar', 'thought', 'experi', 'gener', 'consid', 'unfalsifi', 'hypothesi', 'therefor', 'veri', 'fruit', 'If', 'somehow', 'find', 'way', 'way', 'real', 'pleas', 'let', 'know']"
318,319,vu8ZsKK6AWA,UCTJqap2IEzws6xJ-mRCH2jw,Me: wtf happened to you ? Xd,57,2020-01-01T17:50:46.000Z,-0.5,negative,Me wtf happen to you Xd ,"['Me', 'wtf', 'happen', 'Xd']"
319,320,vu8ZsKK6AWA,UCmxoWlk0Wt4wxG1vPw1diyg,Before professing concept of Dharma I would recommend that you read the actual sources of the books which the writers you have referenced are referencing from. In Buddhism that is called the Pariyatti. But the yet more important is Pattipati which is the practice.,5,2020-01-02T04:46:32.000Z,0.3,neutral,befor profess concept of dharma I would recommend that you read the actual sourc of the book which the writer you have referenc are referenc from In buddhism that is call the pariyatti but the yet more import is pattipati which is the practic ,"['befor', 'profess', 'concept', 'dharma', 'I', 'would', 'recommend', 'read', 'actual', 'sourc', 'book', 'writer', 'referenc', 'referenc', 'In', 'buddhism', 'call', 'pariyatti', 'yet', 'import', 'pattipati', 'practic']"
320,321,vu8ZsKK6AWA,UCdKMJEaD0JatUc49G0oawOQ,"XVII: ""the Lord is lodged in the hearts of all creatures, and by His cosmic delusion (maya) compels all beings to rotate as if attached to a machine. "" Good sci fi fodder, but probably not what this channels fan base wants. There is enough pseudo scientific sounding bullshit on the internet.",1,2020-01-02T06:11:20.000Z,0.02499999999999998,neutral,xvii the lord is lodg in the heart of all creatur and by hi cosmic delus maya compel all be to rotat as if attach to a good sci fi fodder but probabl not what thi channel fan base want there is enough pseudo scientif sound bullshit on the internet ,"['xvii', 'lord', 'lodg', 'heart', 'creatur', 'hi', 'cosmic', 'delus', 'maya', 'compel', 'rotat', 'attach', 'good', 'sci', 'fodder', 'probabl', 'channel', 'fan', 'base', 'enough', 'pseudo', 'scientif', 'sound', 'bullshit', 'internet']"
321,322,vu8ZsKK6AWA,UCDWvwHktjL4QjmiJO9JwJSg,you know what we also do live in? a society.,6,2020-01-02T03:27:59.000Z,0.13636363636363635,neutral,you know what we also do live in a societi ,"['know', 'live', 'societi']"
322,323,vu8ZsKK6AWA,UCu3y7bxbcYYRDUY0e0DTNXA,"Ohh Man ,dude lost most of his subscribers but at least u got their dimes, good for u",4,2020-01-02T13:14:18.000Z,0.3,neutral,ohh man dude lost most of hi subscrib but at least u got their dime good for u ,"['ohh', 'dude', 'lost', 'hi', 'subscrib', 'least', 'got', 'dime', 'good']"
323,324,vu8ZsKK6AWA,UCOBy7d05xiKtMWSQNnndOew,Now he becomes a guru .. strange,9,2020-01-01T17:05:07.000Z,-0.05,neutral,now he becom a guru strang ,"['becom', 'guru', 'strang']"
324,325,vu8ZsKK6AWA,UCyObdv6JT8N5OobCvAqSrJQ,"When we accept that, nothing in this earth matter and, so is lying, cheat",3,2020-01-06T10:01:24.000Z,0.0,neutral,when we accept that noth in thi earth matter and so is lie cheat ,"['accept', 'noth', 'earth', 'matter', 'lie', 'cheat']"
325,326,vu8ZsKK6AWA,UC0xxbKqXiyoiEiO_lPnsKUg,"Look for simple explanations of popular ML kernels, get this",3,2020-01-02T05:38:05.000Z,0.3,neutral,look for simpl explan of popular ML kernel get thi ,"['look', 'simpl', 'explan', 'popular', 'ML', 'kernel', 'get']"
326,327,vu8ZsKK6AWA,UCkvyJP5Ay5BbGxasbYUCvTg,Learn some actual philosophy you hack.,5,2020-01-03T20:15:20.000Z,0.0,neutral,learn some actual philosophi you hack ,"['learn', 'actual', 'philosophi', 'hack']"
327,328,vu8ZsKK6AWA,UC5RbLhmTAua-ExzcbratwQA,We can exit this simulation by walking out the quantum door.,2,2020-01-18T13:11:55.000Z,0.0,neutral,We can exit thi simul by walk out the quantum door ,"['We', 'exit', 'simul', 'walk', 'quantum']"
328,329,vu8ZsKK6AWA,UCWP2z821WUPRfshCkgqqWpQ,What the fudge is this,3,2020-01-03T09:43:44.000Z,0.0,neutral,what the fudg is thi ,['fudg']
329,330,vu8ZsKK6AWA,UCac0ZKe0OIN53DdZU_O6qIQ,"Simulation? Or, as we say in Sanskrit, ""cittamatra"". How's your Sanskrit Siraj?",2,2020-01-02T05:11:13.000Z,0.0,neutral,simul Or as we say in sanskrit cittamatra how your sanskrit siraj ,"['simul', 'Or', 'say', 'sanskrit', 'cittamatra', 'sanskrit', 'siraj']"
330,331,vu8ZsKK6AWA,UCVG6acr97xcCSLyX-Qsy9Qw,"yes siraj, crazy hypothesis lead to crazy mistical conclusions.",10,2020-01-02T16:10:36.000Z,-0.6,negative,ye siraj crazi hypothesi lead to crazi mistic conclus ,"['ye', 'siraj', 'crazi', 'hypothesi', 'lead', 'crazi', 'mistic', 'conclus']"
331,332,vu8ZsKK6AWA,UCK10H0JeT8eItA7GVi8VBrw,6:05 While this is interesting it doesn't mean a human watching. It means that the quanta are so sensible to interference that when measuring them you emit so much energy that it impacts the system and you see a different result. Doesn't have a thing to do with this being a simulation.,13,2020-01-01T18:06:46.000Z,0.0775,neutral,while thi is interest it doe mean a human watch It mean that the quanta are so sensibl to interfer that when measur them you emit so much energi that it impact the system and you see a differ result doe have a thing to do with thi be a simul ,"['interest', 'doe', 'mean', 'human', 'watch', 'It', 'mean', 'sensibl', 'interfer', 'measur', 'emit', 'much', 'energi', 'impact', 'system', 'see', 'differ', 'result', 'doe', 'thing', 'simul']"
332,333,vu8ZsKK6AWA,UCAvuBj9RGGKl8ohTUuYv2aw,"You should read ""The Emperor's New Mind"" by Roger Penrose, he explains why its unlikely AI will ever be able to fully model our consciousness",0,2020-01-08T03:52:29.000Z,0.04545454545454545,neutral,you should read the emperor new mind by roger penros he explain whi it unlik AI will ever be abl to fulli model our conscious ,"['read', 'emperor', 'new', 'mind', 'roger', 'penros', 'explain', 'whi', 'unlik', 'AI', 'ever', 'abl', 'fulli', 'model', 'conscious']"
333,334,vu8ZsKK6AWA,UCK10H0JeT8eItA7GVi8VBrw,"10:48 Wtf? You start about the world being a simulation and end up talking about biology and trying to cure HIV or whatever. Listen, dude, you're all over the place. You really need to focus better. Now, if you're talking about a simulation wouldn't the logical conclusion to such a video be to propose or write programs that could prove it and not talk about the ""simulated diseases along with us simulated humans"". Anyway, with this video you have proven nothing, it's just a bunch of hypothesis you took from elsewhere. I will just reiterate what I wrote while watching this video: 1) 3:17 Videogames getting better is an insufficient argument. Video games through machine learning which is using our own systems of understanding the world through our eyes if making the world look alike on the monitor to the one we see. That doesn't mean a simulation of reality is possible. Do you even realize how much computational power would have to be used to simulate every proton, electron, neutron of every atom in every molecule just so a teenager could look at her loserbook page and comment 'cool pie you're eating' which has no scientific relevance to anyone running the simulation whatsoever. It's just stupid to even think this is not reality. What point would everything have. Also, if it's a simulation it's bound to have bugs but the only bugs that exist are in brains, reality doesn't change, we forget things. Therefore you're projecting your imperfections onto the space around you by saying this is a simulation. It's not, the universe in your head is a simulation you made up. 2) 6:05 While this is interesting it doesn't mean a human watching and once you think about it, it makes perfect logical sense and it's a regular physics thing, just like a Doppler effect. It means that the quanta are so sensible to interference that when measuring them you emit so much energy that it impacts the system and you see a different result. Doesn't have a thing to do with this being a simulation. 3) 6:54 That was one of the stupidest and cringiest things I've ever seen, wtf was the point of that? What the fu?k does that even mean!?!?!?!? What are you talking about?! Use prepositions idiot. With all of that being said, we're most probably not in a simulation. This is the real world. Find me a glitch and I'll give you a billion dollars.",1,2020-01-01T18:16:56.000Z,0.041204833984374994,neutral,wtf you start about the world be a simul and end up talk about biolog and tri to cure hiv or whatev listen dude you all over the place you realli need to focu better now if you talk about a simul would the logic conclus to such a video be to propos or write program that could prove it and not talk about the simul diseas along with us simul human anyway with thi video you have proven noth it just a bunch of hypothesi you took from elsewher I will just reiter what I wrote while watch thi video 1 videogam get better is an insuffici argument video game through machin learn which is use our own system of understand the world through our eye if make the world look alik on the monitor to the one we see that doe mean a simul of realiti is possibl Do you even realiz how much comput power would have to be use to simul everi proton electron neutron of everi atom in everi molecul just so a teenag could look at her loserbook page and comment pie you eat which ha no scientif relev to anyon run the simul whatsoev It just stupid to even think thi is not realiti what point would everyth have also if it a simul it bound to have bug but the onli bug that exist are in brain realiti doe chang we forget thing therefor you project your imperfect onto the space around you by say thi is a simul It not the univers in your head is a simul you made up 2 while thi is interest it doe mean a human watch and onc you think about it it make perfect logic sens and it a regular physic thing just like a doppler effect It mean that the quanta are so sensibl to interfer that when measur them you emit so much energi that it impact the system and you see a differ result doe have a thing to do with thi be a simul 3 that wa one of the stupidest and cringiest thing I ever seen wtf wa the point of that what the fu k doe that even mean what are you talk about use preposit idiot with all of that be said we most probabl not in a simul thi is the real world find me a glitch and I give you a billion dollar ,"['wtf', 'start', 'world', 'simul', 'talk', 'biolog', 'cure', 'hiv', 'whatev', 'listen', 'dude', 'place', 'realli', 'need', 'focu', 'better', 'talk', 'simul', 'would', 'logic', 'conclus', 'video', 'propos', 'write', 'program', 'could', 'prove', 'talk', 'simul', 'diseas', 'along', 'us', 'simul', 'human', 'anyway', 'video', 'proven', 'noth', 'bunch', 'hypothesi', 'took', 'elsewher', 'I', 'reiter', 'I', 'wrote', 'watch', 'video', '1', 'videogam', 'get', 'better', 'insuffici', 'argument', 'video', 'game', 'machin', 'learn', 'use', 'system', 'understand', 'world', 'eye', 'make', 'world', 'look', 'alik', 'monitor', 'see', 'doe', 'mean', 'simul', 'realiti', 'possibl', 'Do', 'even', 'realiz', 'much', 'comput', 'power', 'would', 'use', 'simul', 'everi', 'proton', 'electron', 'neutron', 'everi', 'atom', 'everi', 'molecul', 'teenag', 'could', 'look', 'loserbook', 'page', 'comment', 'pie', 'eat', 'scientif', 'relev', 'anyon', 'run', 'simul', 'whatsoev', 'It', 'stupid', 'even', 'think', 'realiti', 'point', 'would', 'everyth', 'simul', 'bound', 'bug', 'onli', 'bug', 'exist', 'brain', 'realiti', 'doe', 'chang', 'forget', 'thing', 'therefor', 'project', 'imperfect', 'onto', 'space', 'around', 'say', 'simul', 'It', 'univers', 'head', 'simul', 'made', '2', 'interest', 'doe', 'mean', 'human', 'watch', 'onc', 'think', 'make', 'perfect', 'logic', 'sens', 'regular', 'physic', 'thing', 'like', 'doppler', 'effect', 'It', 'mean', 'sensibl', 'interfer', 'measur', 'emit', 'much', 'energi', 'impact', 'system', 'see', 'differ', 'result', 'doe', 'thing', 'simul', '3', 'wa', 'stupidest', 'cringiest', 'thing', 'I', 'ever', 'seen', 'wtf', 'wa', 'point', 'doe', 'even', 'mean', 'talk', 'use', 'preposit', 'idiot', 'said', 'probabl', 'simul', 'real', 'world', 'find', 'glitch', 'I', 'give', 'billion', 'dollar']"
334,335,vu8ZsKK6AWA,UCNM2yezp2lCFpZYE0OgkGAQ,This is a glitch in the matrix..,2,2020-01-02T19:35:24.000Z,0.0,neutral,thi is a glitch in the matrix ,"['glitch', 'matrix']"
335,336,vu8ZsKK6AWA,UCsiWdq52xWkpf2gOSuh9dOg,"This was recommended to me 20 secs ago randomly, and here I am..",10,2020-01-01T17:02:17.000Z,-0.5,negative,thi wa recommend to me 20 sec ago randomli and here I am ,"['wa', 'recommend', '20', 'sec', 'ago', 'randomli', 'I']"
336,337,vu8ZsKK6AWA,UC3-nuW_1QteVV2C2JuMPYtg,There's only one reason: you are parroting what a very peculiar group of people is pushing into the media lately.,10,2020-01-01T17:59:07.000Z,-0.033333333333333326,neutral,there onli one reason you are parrot what a veri peculiar group of peopl is push into the media late ,"['onli', 'reason', 'parrot', 'veri', 'peculiar', 'group', 'peopl', 'push', 'media', 'late']"
337,338,vu8ZsKK6AWA,UCOMVj4xhSl9RpeK6J-bZWAA,"Thomas Young died May 10, 1829 what are you talking about 20th century? He also had nothing to do with quantum mechanics, he just experimentally supported the wave nature of light. Also please don't keep going down this rabbit hole. Yes there are great strides connecting biology and chemistry to information theory but going so far as to try and connect it to spiritual and metaphysical notions beyond the point of just analogy doesn't make you more ""woke"". Scientific inquiry requires a degree of skepticism on everything especially subjects beyond the reach of experimental techniques.",9,2020-01-01T20:08:33.000Z,0.1767676767676768,neutral,thoma young die may 10 1829 what are you talk about 20th centuri He also had noth to do with quantum mechan he just experiment support the wave natur of light also pleas do keep go down thi rabbit hole ye there are great stride connect biolog and chemistri to inform theori but go so far as to tri and connect it to spiritu and metaphys notion beyond the point of just analog doe make you more woke scientif inquiri requir a degre of skeptic on everyth especi subject beyond the reach of experiment techniqu ,"['thoma', 'young', 'may', '10', '1829', 'talk', '20th', 'centuri', 'He', 'noth', 'quantum', 'mechan', 'experiment', 'support', 'wave', 'natur', 'light', 'pleas', 'keep', 'go', 'rabbit', 'hole', 'ye', 'great', 'stride', 'connect', 'biolog', 'chemistri', 'inform', 'theori', 'go', 'far', 'connect', 'spiritu', 'metaphys', 'notion', 'beyond', 'point', 'analog', 'doe', 'make', 'woke', 'scientif', 'inquiri', 'requir', 'degre', 'skeptic', 'everyth', 'especi', 'subject', 'beyond', 'reach', 'experiment', 'techniqu']"
338,339,vu8ZsKK6AWA,UCbLWJE34Lw3lF2C8CSJVkwQ,I agree more with Isaac Arthur's take on this: the chance that we live in a simulation is just under 1/3. for reference: https://ww.youtube.com/watch?v=6jqyFChpqe4,0,2020-01-01T18:55:24.000Z,0.3181818181818182,positive,I agre more with isaac arthur take on thi the chanc that we live in a simul is just under for refer http ,"['I', 'agre', 'isaac', 'arthur', 'chanc', 'live', 'simul', 'refer', 'http']"
